timestamp,open,high,low,close,volume,bid_vol,ask_vol,vol_bid,vol_ask,imb_dif,vwap,Spread,basis points,mid_price,levels,Micro_return,vol_change,volatility,high_open,open_low,high_low,close_open,sign,martingale
2022-05-03 03:17:48,38558.759999999995,38559.395000000004,38558.759999999995,38559.149999999994,205.46303,88.00649,117.45654,3391108.2342010997,4529069.9016572,-9.816683333333335,38547.94929015799,32.08333333333576,320833.3333333576,38559.10166666666,300,0.0300109356107513,0.27719591277306965,0.6350000000093132,0.6350000000093132,0.0,0.6350000000093132,0.3899999999994179,-1.0,0.0
2022-05-03 03:17:49,38558.875,38559.395000000004,38558.015,38558.015,203.21215999999998,79.29525000000001,123.91691,3055123.804329,4778014.7938027,-14.87388666666667,38546.62933693396,33.25666666667045,332566.6666667045,38558.761666666665,300,-0.0009811657527800252,-0.009377757562720086,1.3800000000046566,0.5200000000040745,0.8600000000005821,1.3800000000046566,-0.8600000000005821,-1.0,1.0
2022-05-03 03:17:50,38555.84,38555.84,38555.5,38555.5,139.37039,54.453050000000005,84.91734,2097513.6311109,3273728.7138881003,-15.232145,38539.33657256082,32.02000000000044,320200.00000000437,38555.67,200,-0.0032613442107603187,0.012675862039324939,0.33999999999650754,0.0,0.33999999999650754,0.33999999999650754,-0.33999999999650754,1.0,-1.0
2022-05-03 03:17:51,38554.84,38555.6,38554.84,38555.6,227.60544000000002,85.07448,142.53096,3277120.9988581003,5494428.4450469,-19.15216,38538.37562825877,31.689999999999902,316899.999999999,38555.165,300,8.64640763105569e-05,0.12041604810981937,0.7600000000020373,0.7600000000020373,0.0,0.7600000000020373,0.7600000000020373,1.0,-1.0
2022-05-03 03:17:52,38555.71,38557.18,38555.71,38557.18,212.77384,86.04062,126.73322,3314859.2379321,4886144.1063693,-13.5642,38543.37665473962,34.740000000000386,347400.0000000039,38556.69,300,0.0013659890358083905,-0.10869819491414154,1.4700000000011642,1.4700000000011642,0.0,1.4700000000011642,1.4700000000011642,-1.0,1.0
2022-05-03 03:17:53,38556.89,38556.89,38556.545,38556.545,218.82438000000002,87.12181,131.70257,3356475.7555529,5077936.3190745,-14.860253333333333,38544.24797136712,34.67999999999787,346799.99999997864,38556.659999999996,300,-0.0005489704683355982,-0.012780665586570095,0.34500000000116415,0.0,0.34500000000116415,0.34500000000116415,-0.34500000000116415,-1.0,1.0
2022-05-03 03:17:54,38555.71,38555.71,38555.6,38555.6,198.39235,83.01548,115.37687,3198328.9838184,4448104.8980425,-10.78713,38541.98258590246,32.706666666665114,327066.66666665114,38555.67333333333,300,-0.0008169839753249183,-0.01928996142859382,0.11000000000058208,0.0,0.11000000000058208,0.11000000000058208,-0.11000000000058208,0.0,-1.0
2022-05-03 03:17:55,38555.695,38555.695,38555.695,38555.695,133.684,54.675200000000004,79.00880000000001,2106290.5656952998,3045978.5386034,-12.166800000000002,38540.656395448364,32.75,327500.0,38555.695,200,0.000123198705247959,-0.006884626061796776,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0
2022-05-03 03:17:56,38555.6,38555.6,38553.53,38553.555,193.48833000000002,73.9154,119.57293000000001,2847270.9497028,4609669.3450727,-15.219176666666668,38539.4968356049,33.8166666666657,338166.66666665697,38554.22833333333,300,-0.001850140596638721,-0.02675022246027396,2.069999999999709,0.0,2.069999999999709,2.069999999999709,-2.0449999999982538,0.0,0.0
2022-05-03 03:17:57,38553.53,38554.0,38553.53,38553.53,203.4313,104.90258,98.52872,4041444.4373079995,3798864.2819576003,2.1246199999999997,38540.264505471685,34.73333333333236,347333.33333332365,38553.68666666667,300,-2.1610000575183162e-05,0.046951566454130456,0.47000000000116415,0.47000000000116415,0.0,0.47000000000116415,0.0,-1.0,-2.0
